Bug_ID,File_Name
CASSANDRA-19752,Date:   Fri Jul 5 13:45:44 2024 +0200
CASSANDRA-19752,    Add termin-8-jdk as a valid jdk8 candidate in the debian package
CASSANDRA-19752,    
CASSANDRA-19752,     patch by Mick Semb Wever; reviewed by Maxim Muzafarov for CASSANDRA-19752
CASSANDRA-19752,CHANGES.txt
CASSANDRA-19752,debian/control
CASSANDRA-19632,Author: Stefan Miklosovic <smiklosovic@apache.org>
CASSANDRA-19632,Date:   Thu May 23 14:42:27 2024 +0200
CASSANDRA-19632,    Consolidate logging on trace level
CASSANDRA-19632,    
CASSANDRA-19632,    patch by Stefan Miklosovic; reviewed by Brandon Williams for CASSANDRA-19632
CASSANDRA-19632,CHANGES.txt
CASSANDRA-19632,src/java/org/apache/cassandra/auth/jmx/AuthorizationProxy.java
CASSANDRA-19632,src/java/org/apache/cassandra/batchlog/BatchlogManager.java
CASSANDRA-19632,src/java/org/apache/cassandra/cql3/functions/JavaBasedUDFunction.java
CASSANDRA-19632,src/java/org/apache/cassandra/cql3/functions/types/CodecRegistry.java
CASSANDRA-19632,src/java/org/apache/cassandra/db/ColumnFamilyStore.java
CASSANDRA-19632,src/java/org/apache/cassandra/db/Directories.java
CASSANDRA-19632,src/java/org/apache/cassandra/db/DiskBoundaryManager.java
CASSANDRA-19632,src/java/org/apache/cassandra/db/TruncateVerbHandler.java
CASSANDRA-19632,src/java/org/apache/cassandra/db/commitlog/CommitLog.java
CASSANDRA-19632,src/java/org/apache/cassandra/db/commitlog/CommitLogArchiver.java
CASSANDRA-19632,src/java/org/apache/cassandra/db/commitlog/CommitLogReader.java
CASSANDRA-19632,src/java/org/apache/cassandra/db/compaction/CompactionController.java
CASSANDRA-19632,src/java/org/apache/cassandra/db/compaction/CompactionManager.java
CASSANDRA-19632,src/java/org/apache/cassandra/db/compaction/CompactionStrategyManager.java
CASSANDRA-19632,src/java/org/apache/cassandra/db/compaction/UnifiedCompactionStrategy.java
CASSANDRA-19632,src/java/org/apache/cassandra/db/lifecycle/LifecycleTransaction.java
CASSANDRA-19632,src/java/org/apache/cassandra/db/lifecycle/LogTransaction.java
CASSANDRA-19632,src/java/org/apache/cassandra/db/memtable/SkipListMemtable.java
CASSANDRA-19632,src/java/org/apache/cassandra/db/streaming/CassandraCompressedStreamReader.java
CASSANDRA-19632,src/java/org/apache/cassandra/diag/DiagnosticEventPersistence.java
CASSANDRA-19632,src/java/org/apache/cassandra/gms/FailureDetector.java
CASSANDRA-19632,src/java/org/apache/cassandra/gms/GossipDigestAck2VerbHandler.java
CASSANDRA-19632,src/java/org/apache/cassandra/gms/GossipDigestAckVerbHandler.java
CASSANDRA-19632,src/java/org/apache/cassandra/gms/GossipDigestSynVerbHandler.java
CASSANDRA-19632,src/java/org/apache/cassandra/gms/Gossiper.java
CASSANDRA-19632,src/java/org/apache/cassandra/hints/HintVerbHandler.java
CASSANDRA-19632,src/java/org/apache/cassandra/hints/HintsDispatchExecutor.java
CASSANDRA-19632,src/java/org/apache/cassandra/index/SecondaryIndexManager.java
CASSANDRA-19632,src/java/org/apache/cassandra/index/sai/disk/v1/segment/VectorIndexSegmentSearcher.java
CASSANDRA-19632,src/java/org/apache/cassandra/index/sai/memory/TrieMemoryIndex.java
CASSANDRA-19632,src/java/org/apache/cassandra/io/sstable/format/FilterComponent.java
CASSANDRA-19632,src/java/org/apache/cassandra/io/sstable/format/SSTableReader.java
CASSANDRA-19632,src/java/org/apache/cassandra/io/sstable/format/SortedTableWriter.java
CASSANDRA-19632,src/java/org/apache/cassandra/io/sstable/format/big/BigTableWriter.java
CASSANDRA-19632,src/java/org/apache/cassandra/io/sstable/indexsummary/IndexSummaryRedistribution.java
CASSANDRA-19632,src/java/org/apache/cassandra/io/sstable/metadata/MetadataSerializer.java
CASSANDRA-19632,src/java/org/apache/cassandra/io/util/FileUtils.java
CASSANDRA-19632,src/java/org/apache/cassandra/locator/ReplicaPlans.java
CASSANDRA-19632,src/java/org/apache/cassandra/net/AsyncStreamingOutputPlus.java
CASSANDRA-19632,src/java/org/apache/cassandra/net/InboundConnectionInitiator.java
CASSANDRA-19632,src/java/org/apache/cassandra/net/OutboundConnectionInitiator.java
CASSANDRA-19632,src/java/org/apache/cassandra/net/ResponseVerbHandler.java
CASSANDRA-19632,src/java/org/apache/cassandra/repair/RepairJob.java
CASSANDRA-19632,src/java/org/apache/cassandra/repair/asymmetric/RangeDenormalizer.java
CASSANDRA-19632,src/java/org/apache/cassandra/repair/consistent/CoordinatorSession.java
CASSANDRA-19632,src/java/org/apache/cassandra/repair/consistent/LocalSessions.java
CASSANDRA-19632,src/java/org/apache/cassandra/service/LoadBroadcaster.java
CASSANDRA-19632,src/java/org/apache/cassandra/service/StorageProxy.java
CASSANDRA-19632,src/java/org/apache/cassandra/service/disk/usage/DiskUsageBroadcaster.java
CASSANDRA-19632,src/java/org/apache/cassandra/service/reads/range/RangeCommandIterator.java
CASSANDRA-19632,src/java/org/apache/cassandra/service/reads/range/RangeCommands.java
CASSANDRA-19632,src/java/org/apache/cassandra/service/snapshot/SnapshotLoader.java
CASSANDRA-19632,src/java/org/apache/cassandra/tcm/FetchCMSLog.java
CASSANDRA-19632,src/java/org/apache/cassandra/tracing/TraceStateImpl.java
CASSANDRA-19632,src/java/org/apache/cassandra/transport/CQLMessageHandler.java
CASSANDRA-19632,src/java/org/apache/cassandra/transport/PreV5Handlers.java
CASSANDRA-19632,src/java/org/apache/cassandra/utils/memory/MemtableAllocator.java
CASSANDRA-19632,src/java/org/apache/cassandra/utils/memory/MemtableCleanerThread.java
CASSANDRA-19632,src/java/org/apache/cassandra/utils/memory/SlabAllocator.java
CASSANDRA-19391,Author: Marcus Eriksson <marcuse@apache.org>
CASSANDRA-19391,Date:   Mon Feb 12 14:23:25 2024 +0100
CASSANDRA-19391,    Flush snapshot table on every write and introduce reversed long local partitioner.
CASSANDRA-19391,    
CASSANDRA-19391,    Patch by marcuse; reviewed by Sam Tunnicliffe for CASSANDRA-19391
CASSANDRA-19391,src/java/org/apache/cassandra/db/SystemKeyspace.java
CASSANDRA-19391,src/java/org/apache/cassandra/dht/ReversedLongLocalPartitioner.java
CASSANDRA-19365,Author: Maxim Muzafarov <maxmuzaf@gmail.com>
CASSANDRA-19365,Date:   Mon Sep 30 15:42:55 2024 +0200
CASSANDRA-19365,    Fix race condition in DecayingEstimatedHistogramReservoir during rescale
CASSANDRA-19365,    
CASSANDRA-19365,    patch by Maxim Muzafarov; reviewed by Caleb Rackliffe for CASSANDRA-19365
CASSANDRA-19365,    
CASSANDRA-19365,    Co-authored-by: Jakub Zytka <jakub.zytka@datastax.com>
CASSANDRA-19365,CHANGES.txt
CASSANDRA-19365,src/java/org/apache/cassandra/metrics/DecayingEstimatedHistogramReservoir.java
CASSANDRA-19365,test/microbench/org/apache/cassandra/test/microbench/DecayingEstimatedHistogramBench.java
CASSANDRA-19365,test/unit/org/apache/cassandra/metrics/DecayingEstimatedHistogramReservoirTest.java
CASSANDRA-19336,Author: Andrés de la Peña <a.penya.garcia@gmail.com>
CASSANDRA-19336,Date:   Tue Feb 6 22:17:14 2024 +0000
CASSANDRA-19336,    Ensure that repair doesn't exceed repair_session_space by running limiting validation parallelism
CASSANDRA-19336,    
CASSANDRA-19336,    patch by Andrés de la Peña; reviewed by David Capwell for CASSANDRA-19336
CASSANDRA-19336,    
CASSANDRA-19336,    Co-authored-by: Andrés de la Peña <a.penya.garcia@gmail.com>
CASSANDRA-19336,    Co-authored-by: David Capwell <dcapwell@apache.org>
CASSANDRA-19336,CHANGES.txt
CASSANDRA-19336,conf/cassandra.yaml
CASSANDRA-19336,src/java/org/apache/cassandra/config/Config.java
CASSANDRA-19336,src/java/org/apache/cassandra/config/DatabaseDescriptor.java
CASSANDRA-19336,src/java/org/apache/cassandra/repair/RepairJob.java
CASSANDRA-19336,src/java/org/apache/cassandra/repair/RepairRunnable.java
CASSANDRA-19336,src/java/org/apache/cassandra/repair/RepairSession.java
CASSANDRA-19336,src/java/org/apache/cassandra/repair/Scheduler.java
CASSANDRA-19336,src/java/org/apache/cassandra/service/ActiveRepairService.java
CASSANDRA-19336,test/distributed/org/apache/cassandra/distributed/test/OptimiseStreamsRepairTest.java
CASSANDRA-19336,test/distributed/org/apache/cassandra/distributed/test/repair/ConcurrentValidationRequestsTest.java
CASSANDRA-19336,test/unit/org/apache/cassandra/repair/RepairJobTest.java
CASSANDRA-19336,test/unit/org/apache/cassandra/repair/RepairSessionTest.java
CASSANDRA-19269,Author: Marcus Eriksson <marcuse@apache.org>
CASSANDRA-19269,Date:   Tue Jan 16 14:13:27 2024 +0100
CASSANDRA-19269,    Avoid trying to get replication factor for system_cluster_metadata before we have a CMS
CASSANDRA-19269,    
CASSANDRA-19269,    Patch by marcuse; reviewed by Sam Tunnicliffe for CASSANDRA-19269
CASSANDRA-19269,src/java/org/apache/cassandra/locator/MetaStrategy.java
CASSANDRA-19255,Author: nvharikrishna <n.v.harikrishna.apache@gmail.com>
CASSANDRA-19255,Date:   Tue Feb 27 17:25:30 2024 +0530
CASSANDRA-19255,    Fix getRangeTo* operations of StorageService mbean for local strategy keyspaces
CASSANDRA-19255,    
CASSANDRA-19255,    Patch by Venkata Harikrishna Nukala; reviewed by Marcus Eriksson and Sam
CASSANDRA-19255,    Tunnicliffe for CASSANDRA-19255
CASSANDRA-19255,CHANGES.txt
CASSANDRA-19255,src/java/org/apache/cassandra/service/StorageService.java
CASSANDRA-19255,test/distributed/org/apache/cassandra/distributed/test/jmx/StorageServiceJmxTest.java
CASSANDRA-19182,Author: David Capwell <dcapwell@apache.org>
CASSANDRA-19182,Date:   Wed May 1 09:47:06 2024 -0700
CASSANDRA-19182,    IR may leak SSTables with pending repair when coming from streaming
CASSANDRA-19182,    
CASSANDRA-19182,    patch by David Capwell; reviewed by Blake Eggleston for CASSANDRA-19182
CASSANDRA-19182,CHANGES.txt
CASSANDRA-19182,src/java/org/apache/cassandra/db/compaction/AbstractStrategyHolder.java
CASSANDRA-19182,src/java/org/apache/cassandra/db/compaction/CompactionStrategyHolder.java
CASSANDRA-19182,src/java/org/apache/cassandra/db/compaction/CompactionStrategyManager.java
CASSANDRA-19182,src/java/org/apache/cassandra/db/compaction/PendingRepairHolder.java
CASSANDRA-19182,src/java/org/apache/cassandra/db/compaction/PendingRepairManager.java
CASSANDRA-19182,src/java/org/apache/cassandra/db/lifecycle/Tracker.java
CASSANDRA-19182,test/distributed/org/apache/cassandra/distributed/test/DistributedRepairUtils.java
CASSANDRA-19182,test/distributed/org/apache/cassandra/distributed/test/RepairCoordinatorFast.java
CASSANDRA-19182,test/distributed/org/apache/cassandra/distributed/test/RepairCoordinatorNeighbourDown.java
CASSANDRA-19177,Author: Mike Adamson <madamson@datastax.com>
CASSANDRA-19177,Date:   Tue Dec 12 12:19:59 2023 +0000
CASSANDRA-19177,    Fix resource cleanup after SAI query timeouts
CASSANDRA-19177,    
CASSANDRA-19177,    patch by Mike Adamson; reviewed by Caleb Rackliffe for CASSANDRA-19177
CASSANDRA-19177,CHANGES.txt
CASSANDRA-19177,src/java/org/apache/cassandra/index/sai/disk/IndexSearchResultIterator.java
CASSANDRA-19177,src/java/org/apache/cassandra/index/sai/disk/SSTableRowIdKeyRangeIterator.java
CASSANDRA-19177,src/java/org/apache/cassandra/index/sai/disk/v1/postings/PostingListRangeIterator.java
CASSANDRA-19177,src/java/org/apache/cassandra/index/sai/plan/QueryController.java
CASSANDRA-19177,src/java/org/apache/cassandra/index/sai/plan/StorageAttachedIndexSearcher.java
CASSANDRA-19177,src/java/org/apache/cassandra/index/sai/postings/RangePostingList.java
CASSANDRA-19169,Author: Branimir Lambov <branimir.lambov@datastax.com>
CASSANDRA-19169,Date:   Thu Mar 7 14:55:58 2024 +0200
CASSANDRA-19169,    Test fixes for CASSANDRA-18753
CASSANDRA-19169,    
CASSANDRA-19169,    Additional fix for NPE when initializing CFS (CASSANDRA-19169)
CASSANDRA-19169,    Change BounceIndexRebuildTest to work with SAI as default index
CASSANDRA-19169,    
CASSANDRA-19169,    patch by Branimir Lambov; reviewed by Sam Tunnicliffe for CASSANDRA-18753
CASSANDRA-19169,src/java/org/apache/cassandra/db/compaction/UnifiedCompactionStrategy.java
CASSANDRA-19169,test/distributed/org/apache/cassandra/distributed/test/log/BounceIndexRebuildTest.java
CASSANDRA-19169,Author: Sam Tunnicliffe <samt@apache.org>
CASSANDRA-19169,Date:   Tue Dec 5 12:54:05 2023 +0000
CASSANDRA-19169,    Avoid NPEs when initializing CFSs from local keyspaces before ClusterMetadata is available
CASSANDRA-19169,    
CASSANDRA-19169,    Patch by Sam Tunnicliffe; reviewed by Alex Petrov for CASSANDRA-19169
CASSANDRA-19169,src/java/org/apache/cassandra/db/ColumnFamilyStore.java
CASSANDRA-19169,src/java/org/apache/cassandra/db/compaction/UnifiedCompactionStrategy.java
CASSANDRA-19166,Author: Abe Ratnofsky <abe@aber.io>
CASSANDRA-19166,Date:   Mon Dec 4 23:15:05 2023 -0500
CASSANDRA-19166,    Fix StackOverflowError on ALTER after many previous schema changes
CASSANDRA-19166,    
CASSANDRA-19166,    Fix re-wrapping of TableMetadataRefCache fields in
CASSANDRA-19166,"    Collections.UnmodifiableMap, which was causing long reference chains"
CASSANDRA-19166,    where the underlying map was another instance of an UnmodifiableMap.
CASSANDRA-19166,"    Calls to `get` had to traverse all the way down the chain, and would"
CASSANDRA-19166,    eventually overflow the stack (and created a fair bit of extra garbage
CASSANDRA-19166,    on the heap).
CASSANDRA-19166,    
CASSANDRA-19166,"    Patch by Abe Ratnofsky; reviewed by Caleb Rackliffe, Jacek Lewandowski for CASSANDRA-19166"
CASSANDRA-19166,CHANGES.txt
CASSANDRA-19166,src/java/org/apache/cassandra/schema/TableMetadataRefCache.java
CASSANDRA-19125,Author: Marcus Eriksson <marcuse@apache.org>
CASSANDRA-19125,Date:   Wed Dec 6 14:09:48 2023 +0100
CASSANDRA-19125,    Don't start MessagingService unnecessarily to speed up tests and to avoid memory leak
CASSANDRA-19125,    
CASSANDRA-19125,    Patch by marcuse; reviewed by Alex Petrov for CASSANDRA-19125
CASSANDRA-19125,src/java/org/apache/cassandra/gms/Gossiper.java
CASSANDRA-19125,src/java/org/apache/cassandra/service/StorageService.java
CASSANDRA-19125,test/distributed/org/apache/cassandra/distributed/impl/Instance.java
CASSANDRA-19125,test/distributed/org/apache/cassandra/distributed/test/log/ConsistentLeaveTest.java
CASSANDRA-19125,test/distributed/org/apache/cassandra/distributed/test/log/ConsistentMoveTest.java
CASSANDRA-19125,test/distributed/org/apache/cassandra/distributed/test/log/FailedLeaveTest.java
CASSANDRA-19125,test/distributed/org/apache/cassandra/distributed/test/log/FuzzTestBase.java
CASSANDRA-19125,test/distributed/org/apache/cassandra/distributed/test/log/InProgressSequenceCoordinationTest.java
CASSANDRA-19125,test/distributed/org/apache/cassandra/distributed/test/log/ResumableStartupTest.java
CASSANDRA-19125,test/distributed/org/apache/cassandra/distributed/test/ring/CMSMembershipTest.java
CASSANDRA-19125,test/distributed/org/apache/cassandra/distributed/test/topology/DecommissionAvoidTimeouts.java
CASSANDRA-19125,test/long/org/apache/cassandra/streaming/LongStreamingTest.java
CASSANDRA-19125,test/unit/org/apache/cassandra/auth/MutualTlsAuthenticatorTest.java
CASSANDRA-19125,test/unit/org/apache/cassandra/cql3/CQLTester.java
CASSANDRA-19125,test/unit/org/apache/cassandra/io/sstable/CQLSSTableWriterTest.java
CASSANDRA-19125,test/unit/org/apache/cassandra/io/sstable/LegacySSTableTest.java
CASSANDRA-19125,test/unit/org/apache/cassandra/io/sstable/SSTableLoaderTest.java
CASSANDRA-19125,test/unit/org/apache/cassandra/streaming/StreamingTransferTest.java
CASSANDRA-19105,Author: Gottipati Gautam <38732642+GautamGottipati@users.noreply.github.com>
CASSANDRA-19105,Date:   Tue Jul 16 01:20:04 2024 -0500
CASSANDRA-19105,    Fix cqlsh CAPTURE command to save query results without trace details when TRACING is ON
CASSANDRA-19105,    
CASSANDRA-19105,    This patch also opportunistically fixes CAPTURE OFF.
CASSANDRA-19105,    
CASSANDRA-19105,"    patch by Gottipati Gautam; reviewed by Stefan Miklosovic, Brad Schoening for CASSANDRA-19105"
CASSANDRA-19105,CHANGES.txt
CASSANDRA-19105,pylib/cqlshlib/cqlshhandling.py
CASSANDRA-19105,pylib/cqlshlib/cqlshmain.py
CASSANDRA-19105,pylib/cqlshlib/tracing.py
CASSANDRA-18926,Author: Andrés de la Peña <a.penya.garcia@gmail.com>
CASSANDRA-18926,Date:   Fri Nov 17 15:28:29 2023 +0000
CASSANDRA-18926,    SAI in-memory index should check max term size
CASSANDRA-18926,    
CASSANDRA-18926,    patch by Zhao Yang and Andrés de la Peña; reviewed by Zhao Yang for CASSANDRA-18926
CASSANDRA-18926,    
CASSANDRA-18926,    Co-authored-by: Zhao Yang <zhaoyangsingapore@gmail.com>
CASSANDRA-18926,    Co-authored-by: Andrés de la Peña <a.penya.garcia@gmail.com>
CASSANDRA-18926,CHANGES.txt
CASSANDRA-18926,src/java/org/apache/cassandra/index/sai/IndexContext.java
CASSANDRA-18926,src/java/org/apache/cassandra/index/sai/StorageAttachedIndex.java
CASSANDRA-18926,src/java/org/apache/cassandra/index/sai/disk/v1/SSTableIndexWriter.java
CASSANDRA-18926,src/java/org/apache/cassandra/index/sai/memory/TrieMemoryIndex.java
CASSANDRA-18926,src/java/org/apache/cassandra/index/sai/memory/VectorMemoryIndex.java
CASSANDRA-18926,test/unit/org/apache/cassandra/cql3/CQLTester.java
CASSANDRA-18926,test/unit/org/apache/cassandra/index/sai/cql/StorageAttachedIndexDDLTest.java
CASSANDRA-18921,Author: Jacek Lewandowski <lewandowski.jacek@gmail.com>
CASSANDRA-18921,Date:   Fri Oct 20 12:35:33 2023 +0200
CASSANDRA-18921,    Retrieve keyspaces metadata and schema version concistently in DescribeStatement
CASSANDRA-18921,    
CASSANDRA-18921,"    The fix makes the DescribeStatement to wait for the in-progress schema transformations to finish before returning the first page. This way, the metadata and schema version encoded in the result set metadata are guaranteed to be consistent."
CASSANDRA-18921,    
CASSANDRA-18921,"    Patch by Jacek Lewandowski; reviewed by Benjamin Lerer, Ekaterina Dimitrova for CASSANDRA-18921"
CASSANDRA-18921,CHANGES.txt
CASSANDRA-18921,src/java/org/apache/cassandra/cql3/statements/DescribeStatement.java
CASSANDRA-18921,src/java/org/apache/cassandra/schema/Schema.java
CASSANDRA-18921,test/unit/org/apache/cassandra/cql3/statements/DescribeStatementTest.java
CASSANDRA-18913,Author: David Capwell <dcapwell@apache.org>
CASSANDRA-18913,Date:   Tue Oct 10 09:22:05 2023 -0700
CASSANDRA-18913,    Gossip NPE due to shutdown event corrupting empty statuses
CASSANDRA-18913,    
CASSANDRA-18913,    patch by David Capwell; reviewed by Brandon Williams for CASSANDRA-18913
CASSANDRA-18913,CHANGES.txt
CASSANDRA-18913,src/java/org/apache/cassandra/gms/EndpointState.java
CASSANDRA-18913,src/java/org/apache/cassandra/gms/Gossiper.java
CASSANDRA-18913,test/distributed/org/apache/cassandra/distributed/shared/ClusterUtils.java
CASSANDRA-18913,test/distributed/org/apache/cassandra/distributed/test/gossip/GossipShutdownTest.java
CASSANDRA-18882,Author: Maxim Muzafarov <maxmuzaf@gmail.com>
CASSANDRA-18882,Date:   Mon Sep 25 16:42:22 2023 +0200
CASSANDRA-18882,    Upgrade slf4j-api to 1.7.36
CASSANDRA-18882,    
CASSANDRA-18882,    Patch by mmuzaf; reviewed by brandonwilliams and edimitrova for
CASSANDRA-18882,    CASSANDRA-18882
CASSANDRA-18882,.build/parent-pom-template.xml
CASSANDRA-18882,CHANGES.txt
CASSANDRA-18841,Author: Doug Rohrer <doug@therohrers.org>
CASSANDRA-18841,Date:   Thu Sep 14 14:55:49 2023 -0600
CASSANDRA-18841,    InstanceClassLoader leak in 5.0/trunk
CASSANDRA-18841,    
CASSANDRA-18841,"    patch by Doug Rohrer; reviewed by Francisco Guerrero, Jon Meredith, David Capwell for CASSANDRA-18841"
CASSANDRA-18841,test/distributed/org/apache/cassandra/distributed/impl/Instance.java
CASSANDRA-18840,Author: Jacek Lewandowski <lewandowski.jacek@gmail.com>
CASSANDRA-18840,Date:   Tue Sep 12 16:01:37 2023 +0200
CASSANDRA-18840,    Remove wrong assertion in SSTableLoader
CASSANDRA-18840,    
CASSANDRA-18840,    Patch by Jacek Lewandowski; reviewed by Stefan Miklosovic for CASSANDRA-18840
CASSANDRA-18840,CHANGES.txt
CASSANDRA-18840,src/java/org/apache/cassandra/io/sstable/SSTableLoader.java
CASSANDRA-18840,test/unit/org/apache/cassandra/io/sstable/SSTableLoaderTest.java
CASSANDRA-18736,Author: Jon Meredith <jonmeredith@apache.org>
CASSANDRA-18736,Date:   Thu Apr 25 13:53:28 2024 -0600
CASSANDRA-18736,    Streaming exception race creates corrupt transaction log files that prevent restart
CASSANDRA-18736,    
CASSANDRA-18736,"    patch by Jon Meredith; reviewed by Caleb Rackliffe, David Capwell for CASSANDRA-18736"
CASSANDRA-18736,CHANGES.txt
CASSANDRA-18736,src/java/org/apache/cassandra/db/lifecycle/LogFile.java
CASSANDRA-18736,src/java/org/apache/cassandra/db/lifecycle/LogReplicaSet.java
CASSANDRA-18736,src/java/org/apache/cassandra/db/lifecycle/TransactionAlreadyCompletedException.java
CASSANDRA-18736,src/java/org/apache/cassandra/streaming/StreamSession.java
CASSANDRA-18736,test/distributed/org/apache/cassandra/distributed/test/streaming/StreamFailedWhileReceivingTest.java
CASSANDRA-18736,test/unit/org/apache/cassandra/Util.java
CASSANDRA-18736,test/unit/org/apache/cassandra/db/lifecycle/LogTransactionTest.java
CASSANDRA-18733,Author: Jon Meredith <jonmeredith@apache.org>
CASSANDRA-18733,Date:   Mon Aug 28 16:10:41 2023 -0600
CASSANDRA-18733,    Waiting indefinitely on ReceivedMessage response in StreamSession#receive() can cause deadlock
CASSANDRA-18733,    
CASSANDRA-18733,"    patch by Jon Meredith; reviewed by Caleb Rackliffe, David Capwell for CASSANDRA-18733"
CASSANDRA-18733,CHANGES.txt
CASSANDRA-18733,src/java/org/apache/cassandra/streaming/StreamSession.java
CASSANDRA-18733,src/java/org/apache/cassandra/streaming/async/StreamingMultiplexedChannel.java
CASSANDRA-18733,test/distributed/org/apache/cassandra/distributed/test/streaming/StreamDisconnectedWhileReceivingTest.java
CASSANDRA-18710,Author: Jacek Lewandowski <lewandowski.jacek@gmail.com>
CASSANDRA-18710,Date:   Wed Nov 15 12:05:06 2023 +0100
CASSANDRA-18710,    Fix DiskSpaceMetricsTest.testFlushSize
CASSANDRA-18710,    
CASSANDRA-18710,    Patch by Jacek Lewandowski; reviewed by Branimir Lambov for CASSANDRA-18710
CASSANDRA-18710,test/unit/org/apache/cassandra/io/DiskSpaceMetricsTest.java
CASSANDRA-18710,Author: Brandon Williams <brandonwilliams@apache.org>
CASSANDRA-18710,Date:   Tue Aug 1 09:52:37 2023 -0500
CASSANDRA-18710,    Force flush during testFlushSize
CASSANDRA-18710,    
CASSANDRA-18710,    Patch by brandonwilliams; reviewed by edimitrova for CASSANDRA-18710
CASSANDRA-18710,test/unit/org/apache/cassandra/io/DiskSpaceMetricsTest.java
CASSANDRA-18558,Author: Brandon Williams <brandonwilliams@apache.org>
CASSANDRA-18558,Date:   Thu Jun 1 15:27:25 2023 -0500
CASSANDRA-18558,    remove dh_python use from Debian packaging
CASSANDRA-18558,    
CASSANDRA-18558,    Patch by brandonwilliams; reviewed by mck for CASSANDRA-18558
CASSANDRA-18558,CHANGES.txt
CASSANDRA-18558,debian/rules
CASSANDRA-18558,Author: Brandon Williams <brandonwilliams@apache.org>
CASSANDRA-18558,Date:   Wed May 31 17:07:30 2023 -0500
CASSANDRA-18558,    remove dh_python use from Debian packaging
CASSANDRA-18558,    
CASSANDRA-18558,    Patch by brandonwilliams; reviewed by mck for CASSANDRA-18558
CASSANDRA-18558,CHANGES.txt
CASSANDRA-18558,debian/rules
CASSANDRA-18505,Author: Jon Meredith <jonmeredith@apache.org>
CASSANDRA-18505,Date:   Tue May 9 08:54:40 2023 -0600
CASSANDRA-18505,    NPE when deserializing malformed collections from client
CASSANDRA-18505,    
CASSANDRA-18505,    patch by Jon Meredith; reviewed by Caleb Rackliffe for CASSANDRA-18505
CASSANDRA-18505,CHANGES.txt
